Name,Brand,Description,Notes,Image URL,Scent
Cypress Shade Eau de Parfum,The House Of Oud," More shade than cypress, Cypress Shade is so astonishingly good at capturing the cool, herbal dampness of the ground under a cypress tree that you might want to curl up and take a little nap. Take a good book with you, and a glass of ice-cold Pastis.The mastic woodiness of the cypress does not dominate, forming instead a softly green, balsamic curtain through which the other notes shine. Fresh mint, vetiver, and coriander form a cooling mat of aromatic grasses that is as welcome on a hot day as a cool cloth on the forehead. The unmistakable licorice snap of anise darts and weaves through the damp green notes, turning the mind most pleasurably to the midday aperitif. But what elevates this scent beyond the standard woody aromatic is the mimosa, a powdery yellow flower that smells like almond flour, glue, cucumber, and innocence itself. The mimosa sparkles before folding itself into a vigorous base of Madagascaran cedar and Haitian vetiver. It ends, as all things should, in the milky, anise-tinted blur of Pastis."," Lemon, bergamot, badiane, mandarin, petitgrain, mimosa, coriander, mint, cedar, vetiver, oud",https://static.luckyscent.com/images/products/76404.jpg?width=400&404=product.png, lemon
Almond Harmony Eau de Parfum,The House Of Oud," Inspired by the early blossoms of the almond tree, which signify resurrection and the dawning of life, Almond Harmony is a beautifully constructed floral oriental that ignites the senses and invigorates the spirit. Opening with a joyous burst of sweet, fresh almond supported by creamy orange blossom, Almond Harmony seamlessly layers on a gorgeous floral bouquet in the heart, weaving the sweetness of ylang and the distinctly almond tones of heliotrope with smooth jasmine and powdery iris. In the deep, balsamic base, gentle touches of oud and musk introduce a hint of sensuality, while never compromising the fresh, genuine spirit of the scent. Optimistic, vibrant and downright lovely, Almond Harmony is an unexpected  pleasure."," Orange blossom, almond, iris, jasmine, heliotrope, ylang-ylang, tolu balsam, tonka bean, musk, vanilla, peru balsam, Burma oud",https://static.luckyscent.com/images/products/76400.jpg?width=400&404=product.png, orange blossom
Riviere Extrait de Parfum,Thameen," In the world of fine jewelry, a RiviÃ¨re is a classic necklace comprised of seamlessly graduated gemstones, such as the stunning and oft-photographed set of old cut diamonds famously passed down from Queen Mary to Princess Margaret. To translate this timeless and elegant design to the world of fragrance, Thameen has constructed a shimmering, balanced scent that showcases a flawless progression of rare and sparkling ingredients combined to adorn the skin. Riviere opens with an arresting sparkle, showcasing spicy notes of Indian black pepper and Persian saffron that melt into rich cinnamon and luminously warm lemon blossom. Behind the dazzle, a rich and sophisticated heart of clary sage over lush rose and carnation balance atop a warm, gently earthy patchouli. An iridescent base of golden amber and smooth oud layered atop glowing leather give the scent resinous heat and elegant, mysterious brilliance. With each exceptional ingredient leading seamlessly into the next, Riviere is a masterclass in fragrance construction, a scent that fits together so perfectly that its true sophistication must be experienced to be understood."," Black pepper, cinnamon, saffron, lemon blossom, clary sage, carnation, rose, patchouli, oud, leather, cypriol, amber",https://static.luckyscent.com/images/products/73413.jpg?width=400&404=product.png, black pepper
Blackmusk Eau de Parfum,Mad et Len," Mysterious, seductive and haunting, Blackmusk ushers us into a dreamlike plane of existence where deep, dark forests radiate curious warmth and rich, ambered musks entice us with ominously narcotizing pleasure."," Musk, florals, wood bark, amber",https://static.luckyscent.com/images/products/75223.jpg?width=400&404=product.png, musk
Aqua Celestia Eau de Toilette,Maison Francis Kurkdjian," While his beloved creations now span across every conceivable fragrance family, from gourmand orientals to dark, modern florals, we'll always think of Francis Kurkdjian first and foremost as the creator of impossibly lovely, ultra-fresh musks that you'd wish your entire life could smell like. And with Aqua Celestia, the master gives us another all-encompassing musk obsession, a rich yet delicate blend of air and sea freshness, spiked with lime and cool mint, caressed by tart, juicy blackcurrant, softened with deliciously full mimosa blossoms from ProvenÃ§e. Plenty of fragrances advertise themselves as versatile, but you genuinely can't go wrong here- spray it over jeans and a t-shirt for a casually sexy burst of style, marvel at how intimate and confident it presents with formalwear, or even spritz it over your sheets for a truly lovely slumber. Francis Kurkdjian will doubtlessly continue to innovate and push boundaries as his legend grows ever larger, but between us, we hope he never abandons lovely, perfectly fresh scents like Aqua Celestia."," Lime, cool mint mitcham, blackcurrant bud absolute, mimosa absolute, musk accord",https://static.luckyscent.com/images/products/49871.jpg?width=400&404=product.png, lime
Nightingale Extrait de Parfum,Zoologist," If the thickest fuchsia silk could be encapsulated in perfume, it would smell like Nightingale, Zoologist's floral chypre. A startlingly beautiful Japanese plum blossom top note is supported by a deeply lush rose and fresh green violet. Balanced by spritely citrus and woody notes, Nightingale soars between airy and opulent.As Nightingale trills her eloquent flowery song, nighttime fragrances of incense and light oud permeate the composition, lending a mysterious, twilight quality. In the dry down, oakmoss and patchouli brings the scents of ancient trees and damp earth as Nightingale's serenade quiets.  Sensual, rich and serenely lovely, Nightingale is a rare bird."," Bergamot, lemon, saffron, Japanese plum blossom, rose, violet, oud, patchouli, sandalwood, moss, frankincense, white musk, labdanum, ambergris",https://static.luckyscent.com/images/products/76004.jpg?width=400&404=product.png, bergamot
Civet Extrait de Parfum,Zoologist," An homage to the ingredient that gave that deliciously naughty, animalic note to the great elegant perfumes of the 30s and 40s, such as Rochas Femme and Schiaparelli Shocking, Civet is a gorgeous retro-style chypre. Civet's zingy opening makes her seem like a modern gal, thanks to a vigorous citrus-pepper top note and herbal bite. Then, a plethora of heady floral notes swan in: heliotrope, linden, and hyacinth, creating a perfume of almost unbearable loveliness.Civet could have stopped right there and remained breathtakingly pretty. But she has darker motives and starts to undress, revealing her voluptuousness with fleshy ylang ylang and tuberose. That animalic touch of those yesteryear beauties is there as you would expect, and gives Civet its low growl. But a slow-blooming, deep red carnation lends Civet its vintage charm. The spicy flower opens up in the middle stages, revealing a classically pretty bloom, creamy with hints of clove and green stem. When it finally stretches out on a gourmand bed of coffee, vanilla and incense, Civet purrs like a contented kitten."," Bergamot, black pepper, lemon, orange, spices, tarragon, carnation, frangipani, heliotrope, hyacinth, linden blossom, tuberose, ylang, balsams, civet, coffee, incense, labdanum, musks, oakmoss, resins, Russian leather, vanilla, vetiver, woods",https://static.luckyscent.com/images/products/76002.jpg?width=400&404=product.png, bergamot
Oud Wood Body Spray Scented Body Spray,TOM FORD Private Blend," Now, enjoy Tom Ford's most iconic fragrances in an invigorating body spray, delicately scented and perfect for everyday wear. Oud Wood contains a powerful blend of cool spices and smoky woods, softened with a hint of vanilla and tonka bean. The daunting, medicinal and overly animalic facets of oud are toned down, translating the precious agarwood into a darkly elegant element of the perfumer's palette rather than a full-on French-Arabian extravaganza."," Oud, Chinese pepper, pink pepper, cardamom, birch tar, cistus, incense, sandalwood, vetiver, patchouli, cedarwood Atlas, vanilla, tonka bean Click Here For Ingredients ÃClose Oud Wood Body Spray by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://static.luckyscent.com/images/products/63556.jpg?width=400&404=product.png, oud
Kismet Eau de Parfum,Lubin," ""Folly!"" That's how the elderly owner of the Lubin Perfume House, Monsieur Paul Prot, described the elephant-shaped perfume bottle that had appeared on his desk. It had been designed for a princess.  Spiritual and multilingual, Kismet cultivated the mystery surrounding her background. She reigned over the Parisian parties of the Roaring Twenties for a time, then one day slipped away, never to be seen again. All that remained was the memory of the scent that Lubin had created for her.And what a scent it is- lush and heady, sweet and intoxicating, wedding the vivacious freshness of bergamot, lemon and nose-tingling petitgrain to a velvety menagerie of exquisite types of rose, all set against smooth, creamy vanilla and sumptuously sensual patchouli and myrrh. Like the now faded-to-legend princess, this Kismet is at once seductive and delightful, exotic and familiar, and altogether ravishing. Another touch of vintage elegance from the house of Lubin."," Bergamot, lemon, petitgrain, Rose Centifolia, Bulgarian rose, patchouli, labdanum cistus, opoponax, vanilla",https://static.luckyscent.com/images/products/31226.jpg?width=400&404=product.png, bergamot
Bass Solo Eau de Parfum,The Vagabond Prince," Inspired by Wendge, the beautifully dark-grained African wood whose dense timber makes it coveted for the crafting of musical instruments, Bass Solo, the newest scent from The Vagabond Prince, is truly a virtuosic work. While Wenge doesn't have an aroma of its own, its combination of beauty and function inspired master perfumer Bertrand Duchaufour to fashion a fragrance that itself extracts deep and vibrant accords hidden within its notes. Like the profound resonance of the titular instrument, Bass Solo offers an aroma pitched in the lowest register, its dense melody composed of a selection of exquisite woody notes including soft sandalwood, salty driftwood, and a blend of cedars with warm, comfortable, dry nuances. Smoky tar and velvety peach flow through the striations, while a light floral cardamom combines with the woodsy warmth to softly caress the wearer. Meanwhile a higher pich of lavender represents the cold metal of the strings, bringing spice and wood together to create magic. Sleek yet deep, beautiful yet powerful, Bass Solo represents a bold new evolution for The Vagabond Prince, and is as striking a scent as we've encountered all year."," Saffron, ginger, lime, cardamom, lavender, Moroccan cedar, Virginia cedar, fig milk, birch tar, sandalwood, amber, driftwood, wenge accord, musk, oppoponax, amyris, patchouli",https://static.luckyscent.com/images/products/60003.jpg?width=400&404=product.png, saffron
Au Dela Narcisse Eau de Parfum,Bruno Fazzolari," When we released the original Au DelÃ ,  we praised it as a ""big,  ravishingly spicy floral with a knockout drydown, "" the kind of throwback chypre that proved not only that Bruno Fazzolari had the chops to take on a titan of the classical French perfume style,  but to make it his own with a uniquely lively,  American aplomb. With Au DelÃ  Narcisse,  Fazzolari takes his old-school chypre- made with genuine oakmoss and labdanum- and adds a stunning dose of rare,  exquisite narcissus that is clear,  fresh,  and unmistakable. Atop a classic base,  richly spicy and resinous with just the right amount of animalistic purr,  Au DelÃ  Narcisse feels vintage and classic in all the right ways- but fresh,  modern and exciting in many others. One thing we know for sure: this is Bruno Fazzolari's best work yet."," Bergamot, narcissus, jasmine, oakmoss, orange blossom, amber",https://static.luckyscent.com/images/products/69307.jpg?width=400&404=product.png, bergamot
I Feel Love Eau de Parfum,Cinnamon Projects," In this time of societal division, Cinnamon Projects delivers a fragrance that explores the unifying power of love. I Feel Love is inspired by the euphoria of emotional connection, boundless expression and collective energy. Titled after the pivotal collaboration of Giorgio Moroder and Donna Summer and composed of undeniably sensual notes including amber, iris and myrrh, I Feel Love is a wearable reminder of the political, artistic and sexual freedoms we may only achieve together.This limited edition Eau de Parfum version of I Feel Love comes in a travel-friendly 9ml spray bottle."," Amber, iris, leather, myrrh, oud",https://static.luckyscent.com/images/products/72513.jpg?width=400&404=product.png, amber
Plein Jeu III-V Extrait de Parfum,Filippo Sorcinelli - SAUF," Plein Jeu III-V opens with a soft lemon and ginger pairing that lends an aromatic lightness to the oily black pepper and cold, green frankincense. A wreath of fresh white jasmine and powdery, fluffy mimosa forms a frothy halo around the darker myrrh and balsam notes, lifting the accords into the air like notes of music. Filippo says that this scent was inspired by an endless dance of angels, and we can see that. It is as airborne as a curl of white smoke in a dark space."," Lemon, ginger, mimosa, black pepper, amber, olibanum, jasmine, cedar, balsam fir, myrrh, oakmoss, patchouli, sandalwood, vetiver",https://static.luckyscent.com/images/products/75801.jpg?width=400&404=product.png, lemon
Voix Humaine 8 Extrait de Parfum,Filippo Sorcinelli - SAUF," Voix Humaine 8 is inspired by Vox Humana, a type of reed stop on the organ designed to impressionistically imitate the human voice. When pressed, this stop has the tone of a soprano hitting a high note, a sound that seems to linger in the air long after the other notes fade. Accordingly, Voix Humaine 8 takes dry, peppery incense and infuses it with a cool, white floral milk, giving it the sweet edge of a singed marshmallow. Musky ambrette seed and a mousseline accord lend the texture a cashmere softness that tempers the dark incense. If you take your incense with a dash of cream and sugar, then make this a priority."," Bergamot, cardamom, elemi, ambrette, jasmine, orange blossom, amber, leather, olibanum, milk mousse, musk, vanilla",https://static.luckyscent.com/images/products/75802.jpg?width=400&404=product.png, bergamot
Debaser Pocket Perfume Perfume Oil,D.S. and Durga," Blaring Pixies music on a hot day - that's the inspiration for D.S. and Duga's woody fig scent, Debaser. For anyone who has heard Pixies' front man Black Francis' wail, the thought of a fig scent may seem an odd choice. But Debaser, named after the bands 1989 hit, is not a typically creamy, lactic or fruity fig. It's a bright, hot green scent that opens with a waft of fig tree broiling in the August sun. It's an energetic, warm, bold and woody fig. It's a fragrance that becomes even more compelling in its drydown, when it shed the specificity of its figgy verisimilitude. That's when a perfect blend of base notes - iris, coconut, tonka and moss -  leave cool, velvet-soft hint of wood on skin. Earthy and addictive.This Pocket Perfume is a 10ml perfume oil roll-on ideal for travel or daily carry."," Bergamot, green leaf, pear stem, fig, coconut milk, iris, blond woods, tonka bean, moss",https://static.luckyscent.com/images/products/68624.jpg?width=400&404=product.png, bergamot
Arbole Eau de Parfum,Hiram Green Perfumes," In Federico GarcÃ­a Lorca's famous poem, ArbolÃ©, ArbolÃ©..., a succession of travelers unsuccessfully attempt to sway the affections of a pretty young woman picking olives from a green tree. Just like its namesake poem, Hiram Green's ArbolÃ© is simple and beautiful, deeply evocative and quietly, sumptuously romantic. Based on a deceptively short list of notes, it nonetheless exudes hidden complexity, as earthy, naturalistic patchouli merges with dry, robust cedar and velvety sandalwood to create overlapping tonalities of sweet and smooth, and soft and spicy, that exude the beguiling yet straightforward beauty of Lorca's heroine. As it dries, creamy vanilla and powdery tonka whisk us further into the magically-real dream, where none of the many colorful opportunities that beckon us away from our dry, green tree could be as fulfilling as the life in front of our eyes."," Patchouli, cedar, sandalwood, vanilla, tonka bean",https://static.luckyscent.com/images/products/68104.jpg?width=400&404=product.png, patchouli
Sheiduna Parfum Extrait,Puredistance," Shei-du-na. Enunciate each syllable and all the right associations come to mind: she, sheikh, dunes. In his 1992 novel The English Patient, Michael Ondaatje mentions that sand dunes in the Sahara resemble the dips and hollows of a woman's back. Sheiduna perfectly captures that sense of duality between two things that look the same and yet are not the same  the shadowed softness of a woman's hip and the dusty angularity of a wind-sharpened dune. The opening is a plume of smoke and tangerine peel set inside a golden, radiant cloud of resins that swirls around the wearer like a sand storm. Out of this expansive blur of sparkling particles emerges a spicy clove note that gives the fragrance a subtle vintage Opium hue. A rich rose weaves in and out of this fuzzy haze of amber and spices, like the orange-red glow of lighthouse in thick fog. It's this seamless shifting between dry, spicy radiance and soft, sweet florals and vanilla that makes Sheiduna so interesting  and so difficult to define. We'd sum it up by saying it's like breathing in the arid air of the desert while nuzzling the neck of an exotically perfumed woman."," Lemon, tangerine, blackcurrant, aldehydes, Bulgarian rose essence, geranium, clove, vetiver, patchouly, woody amber, incense, benzoin, myrrh, tonka bean, vanilla pods, musks",https://static.luckyscent.com/images/products/53010.jpg?width=400&404=product.png, lemon
Covent Garden Eau de Parfum,Jack Perfume," Covent Garden- an iconic section of central London, known for historic theatre and opera venues, classic architecture, and the fruit and vegetable market made world famous in My Fair Lady. It's a district of bustle and commerce, high culture and history, and Richard E. Grant sets out to capture it all in Covent Garden the fragrance, an exuberant and sparkling unisex citrus floral rich with the smells and energy of one of London's most vibrant locales. Covent Garden opens with crisp, buzzing notes of orange, lime and ginger, an energized portrait of a market in full swing. As distinctive florals and spices emerge in the heart, the tableau pans backwards, revealing the elegance that frames the action. Finally, striking and unique notes of carrot and buttery orris radiate sophistication and depth, connecting the ancient to the modern and every dynamic era in between. Jack Perfume's fragrances truly are love letters to London, and with Covent Garden, the full, delightful spectrum of what there is to love in this spectacular city is on full display."," Orange, lime, ginger, pink peppercorns, rose, pimento, carrot, orris, musk",https://static.luckyscent.com/images/products/75601.jpg?width=400&404=product.png, orange
Picadilly '69 Eau de Parfum,Jack Perfume," On his first-ever trip to London in 1969, a 12-year old Richard E. Grant was mesmerized by the colorful characters of Picadilly Circus- not to mention the intoxicating scents of the busy social hub- the petrol, the leather, the Earl Grey tea, and of course, the patchouli oil worn so ubiquitously by mods, hippies and youth of all stripes. Picadilly '69 is a faithful ode to this scent memory, a visceral rush of spicy, earthy, stimulating and narcotic, a perfect representation of the extremely specific time and place, but also the universal experience of a teenager taking their first hesitant steps into the desires and appeals of the adult world. Picadilly '69 opens crisp and fresh, with bergamot (representing the Earl Grey at Fortnum and Mason) and ginger giving an invigorating initial rush against the green notes wafting over from nearby St. James' Park. The energetic cityscape is well-represented in the heart,  with hypnotic notes of cypriol and petrol, while the rich leather drydown is sensuous and provocative. Whether you fondly remember the Summer of Love, or merely want a taste of a historic, yet personal, awakening, Picadilly '69 will take you to a time and place where anything was possible."," Bergamot, ginger, green leaves, cypriol, mate, petrol, cedar, amber, leather",https://static.luckyscent.com/images/products/75602.jpg?width=400&404=product.png, bergamot
Jack Eau de Parfum,Jack Perfume," Richard E. Grant has long been a star of stage and screen, bringing life to dynamic characters in revered films and shows including Downton Abbey, Withnail & I, and Doctor Who. But his lifelong obsession has never been the dramatic, but rather, the olfactory. And we're delighted to report that his flagship scent, Jack Eau de Parfum, is no mere celebuscent, but rather, a revelation-  an addictive combination of earthy and citrus notes that's as striking and attention-getting as it is deeply, hypnotically enjoyable. Opening with a distinct and edgy burst of tart lime and herbaceous marijuana, a spicy bouquet in the heart quickly delivers on Jack EDP's promise to deliver ""a hypnotic fragrance to be savoured by both men and women."" Rich woods, tobacco, incense and musk assert themselves powerfully but casually, making Jack a perfect everyday fragrance, as at home over jeans and a t-shirt as it would be striking with formalwear. Distinct, provocative, comfortable, and quintessentially British, Jack is an example of that wondrous and all-too-rare scent that just plain smells great."," Lime, mandarin, clove, pepper, nutmeg, oud, vetiver, white musk, marijuana accord, tobacco absolute, olibanum resin",https://static.luckyscent.com/images/products/75600.jpg?width=400&404=product.png, lime
Eau Sacree Extrait de Parfum,HEELEY," Since ancient days, disparate societies separated by thousands of miles and thousands of years have all nevertheless used incense as a centerpiece of their spiritual practices, and it's certainly no mystery why- with its delicate, ethereal nature, incense seems like a crucial connection point between our world and a higher plane of existence where the tangible and the metaphysical intertwine. With Eau SacrÃ©e, James Heeley invites us through that veil, into a world of soft but intensely powerful smokes and resins meant to purify the soul, free the mind from earthly matters and lift the spirit to a higher state of being. Eau SacrÃ©e is a potent, yet understated fragrance that expertly combines resinous labdanum, subtle spice, and warm, sweet myrhh around a divine and exquisite olibanum incense both soft and rich, smoky and transparent, and utterly exceptional. Glowing with serenity and enlightenment, Eau SacrÃ©e is an incense scent with higher purpose, which simply must be experienced to be understood."," Aldehydes, clove, nutmeg, pepper, incense, amber, cedar, musk, opoponax, sandalwood",https://static.luckyscent.com/images/products/31525.jpg?width=400&404=product.png, aldehydes
Cuir Andalou Eau de Parfum,Rania J.," Andalusia, the romantic southern tip of Spain, where Europe meets Africa. A region known for its ancient walled cities, Moorish arches, and famous leather workshops tucked away on dusty, cobblestone streets. Like the eclectic, vibrant region for which it is named, Cuir Andalou is balanced to perfection. Its warm, rich leather mingles with the cool darkness of oud. Smoke and dusty saffron waft through a floral heart of neroli, rose, violet and iris. Vetiver and castoreum leave a powdery, earthy dry-down. This is one of the most potent, interesting, and surprising leathers we've come across in a long time. We can't stop sniffing."," Leather, Patchouli, Saffron, Neroli, rose, Violet, iris, Castoreum, Vetiver, Sandalwood & Oud",https://static.luckyscent.com/images/products/751006.jpg?width=400&404=product.png, leather
1976 Eau de Parfum,Floris London," 1976 Eau de Parfum is a fragrance of juxtaposition in an era of light and shade. A fragrance of youth, where light and energy were born from a period of change in the late 20th century. A positive outlook from a generation claiming London for their own. Fashion, art, music and culture created a hub of style.An aromatic woody scent with black pepper, juniper berry and lavender, freshened by green bergamot and Sicilian lemon. An undertone of amber, patchouli, and musk add a sensual warmth and dark edge."," Bergamot, lemon, birch leaf, black pepper, jasmine, juniper, vetiver, lavender, patchouli, amber, musk",https://static.luckyscent.com/images/products/71523.jpg?width=400&404=product.png, bergamot
Mmmm... Eau de Parfum,Juliette Has a Gun," In the words of Romano Ricci, MMMM... isa forbidden fruit. We say that if you've ever wanted to smell as sparkly and as desirable as those ruby slippers that Dorothy wore in The Wizard of Oz, then move a little closer please. MMMM... just uttering its name forces a little moan of pleasure to escape your mouth. Yes, it's a little embarrassing. You're a grown woman. But it is difficult to resist something so straight-forwardly delicious. This fragrance is nothing more than a vanilla cream puff infused with orange-scented neroli and dotted with raspberries. Flirty white florals, sandalwood, and patchouli add a touch of seriousness, but not much. Go on, gorge yourself silly while swinging your red ruby slippers back and forth. We're in no position to judge."," Neroli, raspberry, geranium, orange flower, jasmine sambac, tuberose, iris, patchouli, sandalwood, salicilates",https://static.luckyscent.com/images/products/40127.jpg?width=400&404=product.png, neroli
Lilac Love Eau de Parfum,Amouage," Disclaimer: this is not a lilac perfume. This is a lilac-colored angora sweater that you want to wear on your naked skin while rolling around on 1,000-thread count sheets with a basket of gray Persian kittens. It is a million miles away from the bold oriental regalia of the Amouage lineage  this one whispers, and has an adorable French accent. We can't get over how pretty Lilac Love is. A soft bouquet of roses, jasmine, gardenia, and heliotrope is whipped up into a rosy, milky froth, dusted liberally with cocoa powder, tonka bean shavings, and fresh vanilla sugar. The texture transitions fluently between a cool, floral milk (lactones, gardenia) to a warm, cocoa-like powder (iris, patchouli). You won't know whether to wear it or sip it from a mug while watching the snow fall outside your ski lodge."," Jasmine, rose, gardenia, peony, heliotrope, orris, cacao, tonka bean, sandalwood, patchouli, vanilla",https://static.luckyscent.com/images/products/41869.jpg?width=400&404=product.png, jasmine
Jasmin Kama Eau de Parfum,Rania J.," Jasmin Kama is an excellent showcase for Egyptian jasmine, which is richly animalic, slightly coarse, and fruity. The word Kama brings to mind thoughts of the Kama Sutra, and why yes, this is one seriously carnal scent!A brilliant bergamot opens the show with a sour, bright citrus accent that fizzes violently enough to get your saliva glands working. A clutch of Egyptian jasmine blooms immediately begin to pump out a stream of inky, fecund indoles into the air, reminding the wearer that the aroma of jasmine is excitingly close to the smell of decay, sex, and rebirth. Heliotrope adds a powdery sparkle that balances out the inky, fruity jasmine, but earthy patchouli in the base drags jasmine further into the shadows. Simultaneously fresh and indolic, Jasmin Kama is a jasmine for those searching for a different take on this most sultry of white flowers."," Bergamot, Rosa Damascena, Jasmin (Jasmin Absolute, Egypt), Patchouli, Sandalwood, Heliotrope, Vanilla, Musk",https://static.luckyscent.com/images/products/751001.jpg?width=400&404=product.png, bergamot
T. Habanero Eau de Parfum,Rania J.," T. Habanero stuns with its unique portrayal of what happens when a fruity, stinky Cambodi oud meets a dark, nutty tobacco leaf. Imagine a thick stew of chocolatey spices fermenting in an oak barrel, and a man pouring in handfuls of dry tobacco leaves and oud wood chips, dark with resin. After a long soak, the drenched woods and tobacco leaves are spread out to bake under a hot sun, releasing a host of fruited, dark, fermented aromas. One doesn't know where the oud begins and the tobacco ends.The genius of this scent is that the perfumer knows how to pull all the chaotic, disparate elements of the scent into one harmonious whole, using a smooth, earthy myrrh to link the fungal dampness of the oud to the creamy sweetness of the tobacco leaf. What could have easily been a rough cacophony turns out to be a suave and sophisticated tobacco fragrance. A real tour de force."," Pink pepper, black pepper, cardamom, black tobacco, sandalwood, agarwood, incense, myrrh, leather",https://static.luckyscent.com/images/products/751002.jpg?width=400&404=product.png, pink pepper
Lavande 44 Eau de Parfum,Rania J.," If you think you smelled every possible variation on the lavender theme, then think again. Rania J.'s Lavande 44 is a wholly unique take on the genre, mixing one part aromatics (green, fresh lavender bud) with one part animalics (oud, musk) and two parts resinous oriental (labdanum, tonka, patchouli). The result is stunning. A cube of sour citrus and aromatic lavender up top melts down through the fragrance structure, pooling in and around buttery tonka and providing little sparks of electric freshness to the dark, animalic oud. Vetiver root in the base joins with the lavender and patchouli to form a damp, salty breeze that makes one think of the humid air in a pine forest. A thoroughly modern way to wear lavender, Lavande 44 dispels all thoughts of shaving soap and sachets for the linen drawer."," Bergamot, Petitgrain, Lavender (Essential Oil and Absolute), Agarwood",https://static.luckyscent.com/images/products/751003.jpg?width=400&404=product.png, bergamot
Oud Assam Eau de Parfum,Rania J.," Oud virgins, look away now  Rania J.'s majestic Oud Assam features an authentic Indian oud oil that doesn't pull any punches. The juicy, bitter orange framing the opening notes only serves to highlight the creamy bleu cheese feel of the oud. But give it a moment to settle, and you'll begin to understand why Indian oud is considered the most spiritually uplifting type of oud. As the nose adjusts and the oud note begins to soften, one begins to discern the complex aromas of deep golden spice, leather, and fermented, creamy woodiness. A smell as ancient as time itself.Better yet, this is one Western oud that doesn't drift into aimless sweetness in the base. Instead, a nutty vetiver, peppery musk, and smoky incense contributes a fresh, woodsy character that makes one think of a great forest in a Northern clime. A genuine oud experience in this price bracket is a rarity  we recommend you take the leap."," Bergamot, Sweet Orange, Bitter Orange, Oud from India, Cedar, Vetiver, Frankincense, Black pepper, Tonka bean, Musk.",https://static.luckyscent.com/images/products/751004.jpg?width=400&404=product.png, bergamot
Larmes du Desert Eau de Parfum,Atelier des Ors," Alive with exotic mysticism, Larmes du DÃ©sert is a smoky, spicy amber that glows like the warmth left infused in the desert sands well after the sun has gone down for the night. A smooth, captivating incense leads us through the swirling dunes into a world of seductive dry woods, rich patchouli, and the ethereal allure of golden amber and myrrh, possessed of divine potency and disarming pleasures. Noble, magical and beautiful, Larmes du DÃ©sert is a stunning new offering for women and men alike."," Incense, cypress, patchouli, gaiac, cedar, citrus, amber, myrrh",https://static.luckyscent.com/images/products/74402.jpg?width=400&404=product.png, incense
Amber Aoud Extrait de Parfum,Roja Parfums," A Rolls Royce in a sea of Volkswagens, Roja Dove's Amber Aoud sets out to best every other rose-oud out there by sheer dint of superior raw materials and blending. Expensive this may be, but Roja Dove puts his money where his mouth is. Taking a regally sour, spicy Indian oud, he buries it deep within the folds of a jammy rose, and then tucks the whole thing into the pulpy insides of a Moroccan fig. Almost obscenely rich and opulent at first, it wears like the inside of a red velvet cloak lined in ermine. But look closely and you will see the artful balance between sweet and sour, dusty and moist, sharp and smooth. There is structure and discipline within the avalanche of richness. Birch tar and incense resins and gums provide a smoky fade-out that proves to be excellent ballast for the jammy sweetness up top. No wonder that many oud aficionados cite this as the best example of Western oud perfumery- a point we'd find hard to dispute."," Bergamot, lemon, lime, fig, jasmine, rose, ylang ylang, ambergris, aoud wood, birch, cinnamon, civet, musk, oakmoss, orris, patchouli, saffron, sandalwood",https://static.luckyscent.com/images/products/74812.jpg?width=400&404=product.png, bergamot
Musk Aoud Extrait de Parfum,Roja Parfums," Imagine a courtly banquet hall, its walls hung with massive velvet tapestries, Irish wolfhounds lounging in fireplaces, heavy winter fur cloaks and sleeping animals strewn all around the stone floor. The High Priest lights his censer in a lull of conversation, and walks slowly through the hall, allowing thick plumes of smoke from fragrant incense resins and bitter dried herbs to circulate. Traders have brought a rare treasure for the King to look at  tiny shards of what they call oud wood. He burns a piece, and the air is suddenly pierced with a majestic aroma that comprises sour woodiness, smoke, rot, and a forest floor. This is what Musk Aoud smells like. All of this, all at once.Roja Dove's Musk Aoud is deeply, carnally suggestive. The musk is warm and suggestive of both animal and human fur. But what really rocks our boat is the current of smoky, oily sweetness running though the fragrance. The tensile weight here suggests centuries of smells packed in one on top of another, finally merging into one suggestive whole. We find it incredibly sexy. In fact, if we arrive at a bacchanalia and this scent isn't being pumped through the air ducts, then we're leaving."," Bergamot, lemon, jasmine, rose, ylang-ylang, agarwood, ambrette, birch, leather, musk, nutmeg, oakmoss, precious woods, sandalwood, tonka bean, vanilla",https://static.luckyscent.com/images/products/74813.jpg?width=400&404=product.png, bergamot
